Acquired,Department,Created
42.149.39,American Decorative Arts,1800
14.102.359,American Decorative Arts,1800
14.102.360,American Decorative Arts,1800
"46.148a, b",American Decorative Arts,1820
83.2.124,American Decorative Arts,1770
45.35.32,American Decorative Arts,1830
38.125.2,American Decorative Arts,1849
34.100.228a–d,American Decorative Arts,1700
31.95.1,American Decorative Arts,1765
31.95.2,American Decorative Arts,1765
31.95.6,American Decorative Arts,1765
18.110.75,American Decorative Arts,1700
18.110.76,American Decorative Arts,1700
18.110.77,American Decorative Arts,1700
18.110.78,American Decorative Arts,1670
18.110.79,American Decorative Arts,1700
18.110.80,American Decorative Arts,1700
1978.302.156,American Decorative Arts,1700
1978.302.157,American Decorative Arts,1700
11.109,American Decorative Arts,1800
Inst.1972.31,American Decorative Arts,1797
Inst.1972.32,American Decorative Arts,1797
14.11.13,American Decorative Arts,1847
14.11.14,American Decorative Arts,1847
14.11.15,American Decorative Arts,1847
14.11.16,American Decorative Arts,1847
24.65,American Decorative Arts,1800
41.160.355,American Decorative Arts,1750
41.160.364,American Decorative Arts,1817
Inst.1972.30,American Decorative Arts,1762
1979.301.1a,American Decorative Arts,1890
"1978.285a, b",American Decorative Arts,1891
"1978.501.2a, b",American Decorative Arts,1891
"1979.301.2a, b",American Decorative Arts,1890
1984.336.2a–c,American Decorative Arts,1892
16.171.1,American Decorative Arts,1797
16.171.2,American Decorative Arts,1797
16.147,American Decorative Arts,1747
57.142,American Decorative Arts,1773
66.10.14,American Decorative Arts,1822
63.200.29,American Decorative Arts,1870
46.140.157,American Decorative Arts,1830
46.140.158,American Decorative Arts,1830
46.140.159,American Decorative Arts,1830
46.140.160,American Decorative Arts,1830
"1983.248.2a, b",American Decorative Arts,1952
37.134.9,American Decorative Arts,1800
37.134.10,American Decorative Arts,1800
47.90.127,American Decorative Arts,1830
23.16,American Decorative Arts,1777
34.100.2,American Decorative Arts,1700
34.100.6,American Decorative Arts,1797
34.100.7,American Decorative Arts,1800
34.100.8,American Decorative Arts,1777
44.109.1,American Decorative Arts,1786
39.109,American Decorative Arts,1690
1986.263.1a,American Decorative Arts,1847
1986.263.1b,American Decorative Arts,1847
1986.263.2a,American Decorative Arts,1847
1986.263.2b,American Decorative Arts,1847
Inst.68.8.17,American Decorative Arts,1820
Inst.68.8.18,American Decorative Arts,1820
34.100.81,American Decorative Arts,1822
44.13,American Decorative Arts,1777
66.242.1,American Decorative Arts,1770
68.137,American Decorative Arts,1810
51.71a,American Decorative Arts,1775
33.120.499a,American Decorative Arts,1700
45.101,American Decorative Arts,1700
41.32a–o,American Decorative Arts,1790
62.171.14,American Decorative Arts,1760
10.125.384,American Decorative Arts,1810
1970.191,American Decorative Arts,1797
10.125.66,American Decorative Arts,1710
10.125.68,American Decorative Arts,1747
10.125.69,American Decorative Arts,1700
10.125.72,American Decorative Arts,1730
10.125.153,American Decorative Arts,1800
18.110.2,American Decorative Arts,1780
18.110.7,American Decorative Arts,1760
30.120.42,American Decorative Arts,1730
30.120.61,American Decorative Arts,1755
32.93,American Decorative Arts,1762
40.37.2,American Decorative Arts,1730
43.60,American Decorative Arts,1710
50.130.149q recto,American Paintings and Sculpture,1889
50.145.359,American Decorative Arts,1740
1971.180.39,American Decorative Arts,1820
1971.180.42,American Decorative Arts,1765
1975.132.2,American Decorative Arts,1730
1981.201,American Decorative Arts,1740
1982.193,American Decorative Arts,1877
68.97.10,American Decorative Arts,1882
10.125.116,American Decorative Arts,1725
10.125.124,American Decorative Arts,1700
50.130.149b,American Paintings and Sculpture,1889
10.125.166,American Decorative Arts,1797
31.44.14,American Decorative Arts,1800
52.77.54,American Decorative Arts,1700
48.100,American Decorative Arts,1817
1973.168.1,American Decorative Arts,1870
11.60.147,American Decorative Arts,1810
22.98,American Decorative Arts,1810
45.35.20,American Decorative Arts,1800
11.87.9,American Decorative Arts,1697
11.87.10,American Decorative Arts,1697
11.87.11,American Decorative Arts,1700
11.87.12,American Decorative Arts,1700
11.87.13,American Decorative Arts,1750
11.87.14,American Decorative Arts,1747
11.87.15,American Decorative Arts,1750
11.87.29,American Decorative Arts,1797
11.87.34,American Decorative Arts,1750
17.108.2,American Decorative Arts,1750
17.108.5,American Decorative Arts,1837
17.108.8,American Decorative Arts,1857
17.108.13,American Decorative Arts,1747
17.108.14,American Decorative Arts,1800
1985.40.10,American Decorative Arts,1800
1981.441.1,American Decorative Arts,1800
1985.40.13,American Decorative Arts,1800
"39.43c, d",American Decorative Arts,1800
25.199,American Decorative Arts,1887
10.125.268,American Decorative Arts,1730
18.110.25,American Decorative Arts,1760
31.53.3,American Decorative Arts,1810
33.26,American Decorative Arts,1767
35.117,American Decorative Arts,1730
38.52.1,American Decorative Arts,1745
39.184.14,American Decorative Arts,1755
50.228.1,American Decorative Arts,1715
63.114,American Decorative Arts,1760
64.237,American Decorative Arts,1867
65.133,American Decorative Arts,1760
67.53.1,American Decorative Arts,1790
67.114.2,American Decorative Arts,1760
67.148,American Decorative Arts,1849
1971.180.32,American Decorative Arts,1760
1993.31,American Decorative Arts,1790
50.228.3,American Decorative Arts,1758
50.20.1,American Decorative Arts,1797
"30.120.19a, b",American Decorative Arts,1800
46.140.796,American Decorative Arts,1830
47.90.145,American Decorative Arts,1830
51.171.23,American Decorative Arts,1830
51.171.128,American Decorative Arts,1830
51.171.129,American Decorative Arts,1830
46.140.161,American Decorative Arts,1830
46.140.162,American Decorative Arts,1830
46.140.717,American Decorative Arts,1880
46.140.718,American Decorative Arts,1880
52.77.32,American Decorative Arts,1757
52.77.33,American Decorative Arts,1757
46.140.174,American Decorative Arts,1830
46.140.175,American Decorative Arts,1830
46.140.176,American Decorative Arts,1830
46.140.177,American Decorative Arts,1830
46.140.178,American Decorative Arts,1830
46.140.616,American Decorative Arts,1870
46.140.617,American Decorative Arts,1870
46.140.618,American Decorative Arts,1870
46.140.619,American Decorative Arts,1870
46.140.620,American Decorative Arts,1870
46.140.813,American Decorative Arts,1860
46.140.814,American Decorative Arts,1860
46.140.815,American Decorative Arts,1860
46.140.816,American Decorative Arts,1860
1974.214.8,American Decorative Arts,1899
1974.214.9,American Decorative Arts,1899
1973.288,American Decorative Arts,1890
1981.439.2,American Decorative Arts,1886
1981.439.1,American Decorative Arts,1886
26.257,American Decorative Arts,1725
1984.443.8,American Decorative Arts,1870
1984.448.1,American Decorative Arts,1887
1984.48,American Decorative Arts,1918
"Inst.68.8.13a, b",American Decorative Arts,1820
"Inst.68.8.14a, b",American Decorative Arts,1820
83.2.139,American Decorative Arts,1800
54.172.3,American Decorative Arts,1807
1993.102.2,American Paintings and Sculpture,1908
41.160.362,American Decorative Arts,1700
41.160.363,American Decorative Arts,1700
Inst.68.8.55,American Decorative Arts,1820
Inst.68.8.56,American Decorative Arts,1820
Inst.68.8.57,American Decorative Arts,1820
Inst.68.8.58,American Decorative Arts,1820
Inst.68.8.59,American Decorative Arts,1820
Inst.68.8.60,American Decorative Arts,1820
Inst.68.8.61,American Decorative Arts,1805
Inst.68.8.62,American Decorative Arts,1820
"10.100.168a, b",American Decorative Arts,1700
67.210.3,American Decorative Arts,1882
1970.289.7,American Decorative Arts,1847
69.89,American Decorative Arts,1855
1978.289,American Decorative Arts,1897
1971.219,American Decorative Arts,1855
1971.220,American Decorative Arts,1847
35.49.2,American Decorative Arts,1800
40.41,American Decorative Arts,1825
46.140.239,American Decorative Arts,1886
47.90.67,American Decorative Arts,1830
47.90.74,American Decorative Arts,1830
47.90.78,American Decorative Arts,1830
47.90.165,American Decorative Arts,1830
47.90.166,American Decorative Arts,1830
47.90.173,American Decorative Arts,1830
47.90.176,American Decorative Arts,1830
47.90.177,American Decorative Arts,1830
47.90.180,American Decorative Arts,1830
47.90.181,American Decorative Arts,1830
1984.424,American Decorative Arts,1886
1985.98,American Decorative Arts,1893
1977.424,American Decorative Arts,1883
69.37.1,American Decorative Arts,1889
46.140.233,American Decorative Arts,1882
46.140.234,American Decorative Arts,1882
"1974.214.26a, b",American Decorative Arts,1901
10.125.430b,American Decorative Arts,1600
"34.79a, b",American Decorative Arts,1772
16.177,American Decorative Arts,1800
Inst.1986.5.2,American Decorative Arts,1857
Inst.1986.5.1,American Decorative Arts,1857
32.134.1,American Decorative Arts,1797
18.101.4,American Decorative Arts,1807
47.90.124,American Decorative Arts,1830
47.90.148,American Decorative Arts,1830
14.11.29,American Decorative Arts,1853
18.110.113,American Decorative Arts,1795
30.120.91,American Decorative Arts,1700
30.120.92,American Decorative Arts,1700
41.160.376,American Decorative Arts,1790
46.67.132,American Decorative Arts,1797
48.158.7,American Decorative Arts,1800
1970.110,American Decorative Arts,1810
1989.119,American Decorative Arts,1847
1982.118,American Decorative Arts,1908
38.165.37,American Decorative Arts,1765
68.97.8,American Decorative Arts,1800
1971.180.114,American Decorative Arts,1785
1971.180.115,American Decorative Arts,1785
1971.180.116,American Decorative Arts,1785
47.90.147,American Decorative Arts,1830
47.90.162,American Decorative Arts,1830
30.120.313,American Decorative Arts,1700
68.97.7,American Decorative Arts,1856
52.77.13,American Decorative Arts,1757
69.144.3,American Decorative Arts,1830
1978.504.3,American Decorative Arts,1815
1978.339.1,American Decorative Arts,1853
1988.391.2a,American Decorative Arts,1891
46.140.403,American Decorative Arts,1887
46.140.420,American Decorative Arts,1887
46.140.497,American Decorative Arts,1883
63.200.33,American Decorative Arts,1887
46.140.414,American Decorative Arts,1887
46.140.415,American Decorative Arts,1887
46.140.430,American Decorative Arts,1887
46.140.431,American Decorative Arts,1887
46.140.368,American Decorative Arts,1880
46.140.369,American Decorative Arts,1880
46.140.370,American Decorative Arts,1880
46.140.371,American Decorative Arts,1880
46.140.372,American Decorative Arts,1880
46.140.373,American Decorative Arts,1880
46.140.447,American Decorative Arts,1887
46.140.448,American Decorative Arts,1887
46.140.449,American Decorative Arts,1887
46.140.450,American Decorative Arts,1887
46.140.451,American Decorative Arts,1887
46.140.452,American Decorative Arts,1887
69.2.1,American Decorative Arts,1782
69.2.2,American Decorative Arts,1782
46.67.133,American Decorative Arts,1810
46.67.131,American Decorative Arts,1795
10.125.621,American Decorative Arts,1814
X.254,American Decorative Arts,1807
43.131.1,American Decorative Arts,1700
16.146.1,American Decorative Arts,1805
"46.67.122a, b",American Decorative Arts,1777
1986.450.1,American Decorative Arts,1787
1977.425,American Decorative Arts,1785
10.125.589a,American Decorative Arts,1795
41.160.377,American Decorative Arts,1770
46.67.129,American Decorative Arts,1795
47.137.4,American Decorative Arts,1700
1971.180.64a,American Decorative Arts,1770
1971.180.65a,American Decorative Arts,1700
34.90.4,American Decorative Arts,1750
41.160.353,American Decorative Arts,1770
41.160.380,American Decorative Arts,1770
41.160.381,American Decorative Arts,1770
41.160.382,American Decorative Arts,1770
46.67.130,American Decorative Arts,1795
47.137.3,American Decorative Arts,1700
1971.180.64b,American Decorative Arts,1770
1971.180.65b,American Decorative Arts,1700
1971.180.63,American Decorative Arts,1770
24.119,American Decorative Arts,1914
44.126,American Decorative Arts,1753
47.103.15,American Decorative Arts,1703
36.32,American Decorative Arts,1770
09.59,American Decorative Arts,1763
35.95,American Decorative Arts,1745
16.145,American Decorative Arts,1767
52.15,American Decorative Arts,1797
10.125.609,American Decorative Arts,1800
10.125.608,American Decorative Arts,1839
10.125.599 z(25),American Decorative Arts,1800
64.36.1c,American Decorative Arts,1850
Inst.1986.4,American Decorative Arts,1847
18.60a–c,American Decorative Arts,1790
60.67.1,American Decorative Arts,1797
60.67.2,American Decorative Arts,1797
25.115.28,American Decorative Arts,1772
41.13a–d,American Decorative Arts,1770
"49.51a, b",American Decorative Arts,1770
69.127,American Decorative Arts,1877
1999.274,American Decorative Arts,1850
2000.422,American Decorative Arts,1884
69.262.9,American Decorative Arts,1851
"68.165.2a, b",American Decorative Arts,1857
10.125.422,American Decorative Arts,1760
"53.133.1a, b",American Decorative Arts,1800
69.144.2,American Decorative Arts,1867
46.33.17,American Decorative Arts,1800
15.104.1a–e,American Decorative Arts,1756
1971.179.2,American Decorative Arts,1834
33.120.237,American Decorative Arts,1800
10.109.20,American Decorative Arts,1853
10.122.19,American Decorative Arts,1830
13.120.22,American Decorative Arts,1750
13.120.23,American Decorative Arts,1770
13.179.5,American Decorative Arts,1770
13.179.6,American Decorative Arts,1769
14.120.9,American Decorative Arts,1850
14.120.23,American Decorative Arts,1770
22.224.6,American Decorative Arts,1700
38.78.1,American Decorative Arts,1820
38.78.5,American Decorative Arts,1770
40.150.89,American Decorative Arts,1830
40.150.95,American Decorative Arts,1840
40.150.97,American Decorative Arts,1840
40.150.337,American Decorative Arts,1840
45.35.3,American Decorative Arts,1770
45.35.11,American Decorative Arts,1800
45.35.15,American Decorative Arts,1836
45.35.24,American Decorative Arts,1900
1978.414,American Decorative Arts,1792
1980.502.36,American Decorative Arts,1815
1989.160,American Decorative Arts,1830
45.35.22,American Decorative Arts,1927
40.150.102,American Decorative Arts,1827
40.150.19,American Decorative Arts,1825
40.150.23,American Decorative Arts,1840
40.150.36,American Decorative Arts,1843
40.150.18,American Decorative Arts,1833
10.109.30,American Decorative Arts,1824
40.150.45,American Decorative Arts,1824
40.150.51,American Decorative Arts,1830
10.109.19,American Decorative Arts,1845
10.109.22,American Decorative Arts,1847
10.109.27,American Decorative Arts,1844
15.79.2,American Decorative Arts,1835
40.150.14,American Decorative Arts,1844
40.150.15,American Decorative Arts,1840
40.150.17,American Decorative Arts,1844
10.109.29,American Decorative Arts,1820
40.150.29,American Decorative Arts,1825
40.150.21,American Decorative Arts,1830
45.35.7,American Decorative Arts,1824
40.150.24,American Decorative Arts,1840
40.150.39,American Decorative Arts,1840
40.150.40,American Decorative Arts,1825
40.150.42,American Decorative Arts,1840
40.150.43,American Decorative Arts,1840
40.150.31,American Decorative Arts,1850
40.150.87,American Decorative Arts,1855
36.102,American Decorative Arts,1872
40.150.92,American Decorative Arts,1852
40.150.33,American Decorative Arts,1835
40.150.41,American Decorative Arts,1821
40.150.90,American Decorative Arts,1830
1984.395.6,American Decorative Arts,1852
10.122.21,American Decorative Arts,1850
45.35.1,American Decorative Arts,1822
34.100.51,American Decorative Arts,1750
46.140.144,American Decorative Arts,1830
46.140.145,American Decorative Arts,1830
46.140.91,American Decorative Arts,1850
46.140.185,American Decorative Arts,1830
46.140.186,American Decorative Arts,1830
46.140.187,American Decorative Arts,1830
Inst.1970.2,American Decorative Arts,1800
"1986.81.1a,b,c",American Decorative Arts,1904
34.100.163,American Decorative Arts,1700
11.87.37,American Decorative Arts,1747
"59.10a, b",American Decorative Arts,1827
50.145.371,American Decorative Arts,1770
50.145.372,American Decorative Arts,1770
"57.131.11, .12",American Decorative Arts,1830
"1974.7a, b",American Decorative Arts,1824
34.100.78,American Decorative Arts,1806
17.203.27,American Decorative Arts,1808
17.203.26,American Decorative Arts,1800
1980.497.7,American Decorative Arts,1900
1973.24,American Decorative Arts,1863
1980.64,American Decorative Arts,1882
27.234,American Decorative Arts,1750
1979.68,American Decorative Arts,1830
46.140.128,American Decorative Arts,1850
46.140.129,American Decorative Arts,1850
46.140.130,American Decorative Arts,1850
46.140.131,American Decorative Arts,1850
46.140.132,American Decorative Arts,1850
46.140.133,American Decorative Arts,1850
46.140.134,American Decorative Arts,1850
46.140.135,American Decorative Arts,1850
46.140.136,American Decorative Arts,1850
46.140.137,American Decorative Arts,1850
46.140.138,American Decorative Arts,1850
46.140.139,American Decorative Arts,1850
34.100.48,American Decorative Arts,1797
34.100.49,American Decorative Arts,1797
52.195.14,American Decorative Arts,1730
67.230,American Decorative Arts,1877
1985.345,American Decorative Arts,1847
50.20.2,American Decorative Arts,1797
60.4.14,American Decorative Arts,1810
60.4.15,American Decorative Arts,1810
42.37.1,American Decorative Arts,1810
42.37.2,American Decorative Arts,1810
26.74.4,American Decorative Arts,1770
29.159.8,American Decorative Arts,1740
30.120.374,American Decorative Arts,1800
34.100.199,American Decorative Arts,1700
1981.442,American Decorative Arts,1878
1985.191.6,American Decorative Arts,1878
1978.584,American Decorative Arts,1902
08.1a,American Decorative Arts,1762
26.174.1,American Decorative Arts,1830
26.174.2,American Decorative Arts,1830
26.174.3,American Decorative Arts,1830
33.85.13,American Decorative Arts,1770
33.85.14,American Decorative Arts,1770
33.85.15,American Decorative Arts,1730
33.85.16,American Decorative Arts,1730
33.85.17,American Decorative Arts,1730
37.149.1,American Decorative Arts,1700
37.149.2,American Decorative Arts,1700
38.46.1,American Decorative Arts,1700
38.46.2,American Decorative Arts,1700
38.46.3,American Decorative Arts,1700
38.46.4,American Decorative Arts,1700
38.46.5,American Decorative Arts,1700
38.46.6,American Decorative Arts,1700
38.46.7,American Decorative Arts,1700
38.46.8,American Decorative Arts,1700
38.46.9,American Decorative Arts,1700
39.160.1,American Decorative Arts,1700
39.160.2,American Decorative Arts,1700
44.74.1,American Decorative Arts,1700
44.74.2,American Decorative Arts,1700
45.75,American Decorative Arts,1747
32.118,American Decorative Arts,1854
40.161.1a,American Decorative Arts,1767
40.161.2a,American Decorative Arts,1767
22.26.2,American Decorative Arts,1792
48.158.1,American Decorative Arts,1800
48.60,American Decorative Arts,1852
Inst.1974.19.3b,American Decorative Arts,1901
Inst.1974.19.3a,American Decorative Arts,1901
1973.169,American Decorative Arts,1916
1979.215.1,American Decorative Arts,1890
1979.215.2,American Decorative Arts,1893
1979.215.3,American Decorative Arts,1893
1979.215.4,American Decorative Arts,1893
1986.203.3,American Decorative Arts,1826
46.140.364,American Decorative Arts,1880
46.140.439,American Decorative Arts,1887
46.140.440,American Decorative Arts,1887
1978.501.12,American Decorative Arts,1919
1978.501.13,American Decorative Arts,1919
39.184.38,American Decorative Arts,1736
1985.191.3b,American Decorative Arts,1872
1985.191.3a,American Decorative Arts,1872
1985.191.3g,American Decorative Arts,1872
1985.191.3h,American Decorative Arts,1872
1985.191.3j,American Decorative Arts,1872
1985.191.3i,American Decorative Arts,1872
1985.191.4,American Decorative Arts,1872
"1985.191.3c, d",American Decorative Arts,1872
"1985.191.3e, f",American Decorative Arts,1872
29.159.6,American Decorative Arts,1685
55.31.3,American Decorative Arts,1697
24.109.72,American Decorative Arts,1670
10.60.36,American Decorative Arts,1785
Inst.66.4,American Decorative Arts,1847
1978.302.155,American Decorative Arts,1847
1982.189.1,American Decorative Arts,1867
1982.189.2,American Decorative Arts,1867
68.168,American Decorative Arts,1857
68.143.14,American Decorative Arts,1867
69.92a–g,American Decorative Arts,1879
64.181,American Decorative Arts,1860
69.170,American Decorative Arts,1847
1970.196,American Decorative Arts,1847
68.143.5,American Decorative Arts,1867
67.27.1,American Decorative Arts,1852
67.27.2,American Decorative Arts,1852
Inst.63.2.1,American Decorative Arts,1892
Inst.63.2.2,American Decorative Arts,1892
Inst.63.2.3,American Decorative Arts,1892
Inst.63.2.4,American Decorative Arts,1892
Inst.63.2.5,American Decorative Arts,1892
Inst.63.2.6,American Decorative Arts,1892
Inst.63.2.9,American Decorative Arts,1892
Inst.63.2.10,American Decorative Arts,1892
Inst.63.2.11,American Decorative Arts,1892
Inst.63.2.12,American Decorative Arts,1892
Inst.63.2.13,American Decorative Arts,1892
Inst.63.2.14,American Decorative Arts,1892
Inst.63.2.7,American Decorative Arts,1892
Inst.63.2.8,American Decorative Arts,1892
Inst.63.2.15,American Decorative Arts,1892
Inst.63.2.16,American Decorative Arts,1892
68.143.6,American Decorative Arts,1867
68.143.7,American Decorative Arts,1867
68.143.15,American Decorative Arts,1867
68.143.16,American Decorative Arts,1867
10.125.125,American Decorative Arts,1700
10.125.129,American Decorative Arts,1690
10.125.130,American Decorative Arts,1715
10.125.131,American Decorative Arts,1700
10.125.133,American Decorative Arts,1715
10.125.673,American Decorative Arts,1700
34.100.16,American Decorative Arts,1700
52.77.57,American Decorative Arts,1715
52.195.5,American Decorative Arts,1700
1980.499.1,American Decorative Arts,1690
45.35.23,American Decorative Arts,1700
68.103.3,American Decorative Arts,1873
27.17.31,American Decorative Arts,1770
83.2.305,American Decorative Arts,1830
1985.224,American Decorative Arts,1845
83.2.82,American Decorative Arts,1800
83.2.115,American Decorative Arts,1800
47.90.150,American Decorative Arts,1830
83.2.96,American Decorative Arts,1846
83.2.97,American Decorative Arts,1800
83.2.104,American Decorative Arts,1802
83.2.49,American Decorative Arts,1822
83.2.50,American Decorative Arts,1822
83.2.128,American Decorative Arts,1873
83.2.56,American Decorative Arts,1852
83.2.57,American Decorative Arts,1830
83.2.113,American Decorative Arts,1800
93.7.1,American Decorative Arts,1800
30.120.113,American Paintings and Sculpture,1800
83.2.58,American Decorative Arts,1846
38.165.49,American Decorative Arts,1818
83.2.98,American Decorative Arts,1748
83.2.114,American Decorative Arts,1770
83.2.117,American Decorative Arts,1776
83.2.79,American Decorative Arts,1847
83.2.126,American Decorative Arts,1770
83.2.116,American Decorative Arts,1778
83.2.146,American Decorative Arts,1776
77.1,American Decorative Arts,1797
83.2.159,American Decorative Arts,1820
83.2.125,American Decorative Arts,1837
83.2.144,American Decorative Arts,1776
93.8,American Decorative Arts,1776
42.76.38,American Decorative Arts,1778
47.137.7,American Decorative Arts,1777
83.2.106,American Decorative Arts,1776
01.31.1,American Decorative Arts,1800
83.2.151,American Decorative Arts,1776
83.2.130,American Decorative Arts,1840
83.2.134,American Decorative Arts,1840
83.2.135,American Decorative Arts,1840
83.2.136,American Decorative Arts,1840
83.2.137,American Decorative Arts,1840
83.2.138,American Decorative Arts,1840
83.2.103,American Decorative Arts,1800
83.2.145,American Decorative Arts,1797
50.187.73,American Decorative Arts,1835
06.294,American Paintings and Sculpture,1890
83.2.77,American Decorative Arts,1875
83.2.107,American Decorative Arts,1776
83.2.102,American Decorative Arts,1800
83.2.140,American Decorative Arts,1800
10.125.442,American Decorative Arts,1790
10.125.443,American Decorative Arts,1790
68.151.1,American Decorative Arts,1835
68.151.2,American Decorative Arts,1835
1974.363.1,American Decorative Arts,1817
1974.363.2,American Decorative Arts,1815
1982.215.1,American Decorative Arts,1850
1982.215.2,American Decorative Arts,1850
21.44.2,American Decorative Arts,1810
66.108.3,American Decorative Arts,1800
67.9,American Decorative Arts,1815
1983.97.1,American Decorative Arts,1853
1983.97.2,American Decorative Arts,1853
1983.97.3,American Decorative Arts,1853
1992.2.2l,American Paintings and Sculpture,1885
1980.497.2,American Decorative Arts,1900
1980.497.3,American Decorative Arts,1900
37.132.1,American Decorative Arts,1700
37.132.2,American Decorative Arts,1700
37.132.3,American Decorative Arts,1700
37.132.5,American Decorative Arts,1700
37.132.11,American Decorative Arts,1700
37.132.12,American Decorative Arts,1700
37.132.13,American Decorative Arts,1700
37.132.14,American Decorative Arts,1700
37.132.15,American Decorative Arts,1700
37.132.16,American Decorative Arts,1700
54.65.3,American Decorative Arts,1828
13.223.6,American Decorative Arts,1763
13.223.7,American Decorative Arts,1763
13.223.8,American Decorative Arts,1763
13.223.9,American Decorative Arts,1763
13.223.3,American Decorative Arts,1763
13.223.1,American Decorative Arts,1763
13.223.2,American Decorative Arts,1763
13.223.4,American Decorative Arts,1763
1974.214.17,American Decorative Arts,1897
1974.214.18,American Decorative Arts,1897
1974.214.19,American Decorative Arts,1897
13.223.5,American Decorative Arts,1763
62.25.1,American Decorative Arts,1850
62.25.2,American Decorative Arts,1850
62.25.3,American Decorative Arts,1850
62.25.4,American Decorative Arts,1850
20.14.12,American Decorative Arts,1860
20.14.13,American Decorative Arts,1860
69.262.15,American Decorative Arts,1800
69.262.16,American Decorative Arts,1800
69.262.17,American Decorative Arts,1800
69.262.18,American Decorative Arts,1800
69.262.19,American Decorative Arts,1800
69.262.20,American Decorative Arts,1800
69.157.1,American Decorative Arts,1800
69.157.2,American Decorative Arts,1800
69.157.3,American Decorative Arts,1800
69.157.4,American Decorative Arts,1800
Inst.63.2.23,American Decorative Arts,1892
Inst.63.2.24,American Decorative Arts,1892
Inst.63.2.25,American Decorative Arts,1892
Inst.63.2.26,American Decorative Arts,1892
Inst.63.2.27,American Decorative Arts,1892
Inst.63.2.28,American Decorative Arts,1892
Inst.63.2.29,American Decorative Arts,1892
Inst.63.2.30,American Decorative Arts,1892
Inst.63.2.31,American Decorative Arts,1892
Inst.63.2.32,American Decorative Arts,1892
Inst.63.2.33,American Decorative Arts,1892
Inst.63.2.34,American Decorative Arts,1892
Inst.63.2.35,American Decorative Arts,1892
Inst.63.2.36,American Decorative Arts,1892
Inst.63.2.37,American Decorative Arts,1892
Inst.63.2.38,American Decorative Arts,1892
Inst.63.2.39,American Decorative Arts,1892
Inst.63.2.40,American Decorative Arts,1892
Inst.63.2.41,American Decorative Arts,1892
Inst.63.2.42,American Decorative Arts,1892
Inst.63.2.43,American Decorative Arts,1892
Inst.63.2.44,American Decorative Arts,1892
Inst.63.2.45,American Decorative Arts,1892
Inst.63.2.46,American Decorative Arts,1892
Inst.63.2.47,American Decorative Arts,1892
Inst.63.2.48,American Decorative Arts,1892
Inst.63.2.49,American Decorative Arts,1892
Inst.63.2.50,American Decorative Arts,1892
Inst.63.2.51,American Decorative Arts,1892
Inst.63.2.52,American Decorative Arts,1892
Inst.63.2.53,American Decorative Arts,1892
Inst.63.2.54,American Decorative Arts,1892
Inst.63.2.55,American Decorative Arts,1892
Inst.63.2.56,American Decorative Arts,1892
Inst.63.2.57,American Decorative Arts,1892
Inst.63.2.58,American Decorative Arts,1892
Inst.63.2.59,American Decorative Arts,1892
Inst.63.2.60,American Decorative Arts,1892
Inst.63.2.61,American Decorative Arts,1892
Inst.63.2.62,American Decorative Arts,1892
Inst.63.2.63,American Decorative Arts,1892
53.153.4,American Decorative Arts,1897
"62.233.10a, b",American Decorative Arts,1907
14.11.17,American Decorative Arts,1830
20.14.6,American Decorative Arts,1830
20.109.25,American Decorative Arts,1800
45.35.26,American Decorative Arts,1797
46.67.9,American Decorative Arts,1800
46.67.10,American Decorative Arts,1800
46.67.11,American Decorative Arts,1800
46.140.812,American Decorative Arts,1865
1979.99,American Decorative Arts,1850
1979.191.3,American Decorative Arts,1885
46.140.865,American Decorative Arts,1870
1972.232.2,American Decorative Arts,1883
43.105.2,American Decorative Arts,1825
69.94.1,American Decorative Arts,1904
37.101,American Decorative Arts,1791
68.196,American Decorative Arts,1855
1970.200.3,American Decorative Arts,1845
1970.200.4,American Decorative Arts,1840
46.140.57,American Decorative Arts,1850
46.140.58,American Decorative Arts,1850
46.140.59,American Decorative Arts,1850
46.140.60,American Decorative Arts,1850
46.140.61,American Decorative Arts,1850
46.140.62,American Decorative Arts,1850
46.140.165,American Decorative Arts,1830
46.140.166,American Decorative Arts,1830
46.140.167,American Decorative Arts,1830
46.140.168,American Decorative Arts,1830
46.140.169,American Decorative Arts,1830
46.140.170,American Decorative Arts,1830
46.140.595,American Decorative Arts,1880
46.140.596,American Decorative Arts,1880
46.140.597,American Decorative Arts,1880
46.140.598,American Decorative Arts,1880
46.140.599,American Decorative Arts,1880
46.140.600,American Decorative Arts,1880
46.140.111,American Decorative Arts,1850
46.140.112,American Decorative Arts,1850
46.140.113,American Decorative Arts,1850
46.140.114,American Decorative Arts,1850
46.140.115,American Decorative Arts,1850
46.140.116,American Decorative Arts,1850
46.140.723,American Decorative Arts,1870
46.140.724,American Decorative Arts,1870
46.140.725,American Decorative Arts,1870
46.140.726,American Decorative Arts,1870
46.140.727,American Decorative Arts,1870
46.140.728,American Decorative Arts,1870
1971.153.1,American Decorative Arts,1813
1971.153.2,American Decorative Arts,1813
1971.153.3,American Decorative Arts,1813
1971.153.4,American Decorative Arts,1813
1971.153.5,American Decorative Arts,1813
1971.153.6,American Decorative Arts,1813
1980.463.1,American Decorative Arts,1876
1980.463.2,American Decorative Arts,1876
1980.463.3,American Decorative Arts,1876
Inst.1977.7.1,American Decorative Arts,1859
40.176.2,American Decorative Arts,1759
1980.504a–l,American Decorative Arts,1825
38.122,American Decorative Arts,1757
1983.492,American Decorative Arts,1849
