Acquired,Department,Created
42.76.16,American Decorative Arts,1777
83.2.299,American Decorative Arts,1831
42.76.11,American Decorative Arts,1770
1981.432.2,American Decorative Arts,1900
42.76.10,American Decorative Arts,1778
01.31.4,American Decorative Arts,1779
42.76.14,American Decorative Arts,1760
83.2.161,American Decorative Arts,1776
93.7.2,American Decorative Arts,1794
83.2.287,American Decorative Arts,1776
83.2.290,American Decorative Arts,1776
39.188,American Decorative Arts,1796
83.2.83,American Decorative Arts,1776
83.2.85,American Decorative Arts,1800
83.2.180,American Decorative Arts,1870
83.2.244,American Decorative Arts,1800
01.31.2,American Decorative Arts,1870
42.76.15,American Decorative Arts,1778
42.76.3,American Decorative Arts,1770
42.76.4,American Decorative Arts,1770
42.76.5,American Decorative Arts,1770
42.76.6,American Decorative Arts,1770
42.76.34,American Decorative Arts,1770
1986.446,American Decorative Arts,1783
1983.20,American Decorative Arts,1807
10.60.29,American Decorative Arts,1800
30.120.280,American Decorative Arts,1800
1970.175,American Decorative Arts,1840
1970.319,American Decorative Arts,1807
1980.502.1,American Decorative Arts,1830
46.140.557,American Decorative Arts,1870
46.140.389,American Decorative Arts,1870
46.140.347,American Decorative Arts,1800
46.140.337,American Decorative Arts,1835
46.140.343,American Decorative Arts,1832
46.140.344,American Decorative Arts,1832
1980.502.76,American Decorative Arts,1815
45.78.2,American Decorative Arts,1715
46.140.342,American Decorative Arts,1835
15.103.1,American Decorative Arts,1901
15.103.2,American Decorative Arts,1901
46.140.338,American Decorative Arts,1835
46.140.346,American Decorative Arts,1835
46.140.341,American Decorative Arts,1835
1978.302.151,American Decorative Arts,1700
1978.302.152,American Decorative Arts,1700
46.64.10,American Decorative Arts,1720
46.140.345,American Decorative Arts,1832
1986.443.1,American Decorative Arts,1848
46.140.340,American Decorative Arts,1835
46.140.339,American Decorative Arts,1835
18.110.30,American Decorative Arts,1755
30.120.49,American Decorative Arts,1785
1978.302.149,American Decorative Arts,1700
1978.302.150,American Decorative Arts,1700
53.96.1,American Decorative Arts,1700
53.96.2,American Decorative Arts,1700
10.125.583o,European Sculpture and Decorative Arts,1700
10.125.583p,European Sculpture and Decorative Arts,1700
39.184.55,American Decorative Arts,1769
39.184.56,American Decorative Arts,1769
39.184.57,American Decorative Arts,1769
39.184.58,American Decorative Arts,1769
18.11.1,American Decorative Arts,1770
47.90.169,American Decorative Arts,1830
18.11.4,American Decorative Arts,1770
18.11.2,American Decorative Arts,1770
18.11.3,American Decorative Arts,1770
14.74.4,American Decorative Arts,1800
1996.102,American Paintings and Sculpture,1889
1978.503,American Decorative Arts,1700
1980.264.1,American Decorative Arts,1878
1984.271,American Decorative Arts,1900
"20.14.8a, b",American Decorative Arts,1739
1980.497.10,American Decorative Arts,1905
1984.179,American Decorative Arts,1890
Inst.68.8.47,American Decorative Arts,1805
Inst.68.8.48,American Decorative Arts,1820
Inst.68.8.49,American Decorative Arts,1820
Inst.68.8.50,American Decorative Arts,1820
Inst.68.8.51,American Decorative Arts,1820
Inst.68.8.52,American Decorative Arts,1820
Inst.68.8.65,American Decorative Arts,1820
Inst.68.8.66,American Decorative Arts,1820
Inst.68.8.67,American Decorative Arts,1820
Inst.68.8.68,American Decorative Arts,1820
Inst.68.8.69,American Decorative Arts,1805
Inst.68.8.70,American Decorative Arts,1820
Inst.68.8.71,American Decorative Arts,1820
Inst.68.8.72,American Decorative Arts,1820
Inst.68.8.73,American Decorative Arts,1820
Inst.68.8.63,American Decorative Arts,1805
Inst.68.8.64,American Decorative Arts,1820
Inst.68.8.74,American Decorative Arts,1820
Inst.68.8.75,American Decorative Arts,1805
Inst.68.8.76,American Decorative Arts,1820
Inst.68.8.77,American Decorative Arts,1805
Inst.68.8.78,American Decorative Arts,1820
Inst.68.8.79,American Decorative Arts,1820
Inst.68.8.80,American Decorative Arts,1820
Inst.68.8.81,American Decorative Arts,1820
60.113.1,American Decorative Arts,1862
60.113.2,American Decorative Arts,1862
83.2.121,American Decorative Arts,1800
23.80.77,American Decorative Arts,1762
32.134.4,American Decorative Arts,1848
32.134.5,American Decorative Arts,1770
41.42.1,American Decorative Arts,1733
41.42.2,American Decorative Arts,1762
1970.32,American Decorative Arts,1750
23.80.78,American Decorative Arts,1758
44.89.1,American Decorative Arts,1772
09.201.9,American Decorative Arts,1770
09.201.11,American Decorative Arts,1770
10.60.46,American Decorative Arts,1820
10.122.5,American Decorative Arts,1820
11.87.74,American Decorative Arts,1817
12.221,American Decorative Arts,1770
13.41.97,American Decorative Arts,1725
13.120.36,American Decorative Arts,1700
13.120.37,American Decorative Arts,1700
3.350.613.412.34,Drawings and Prints,1925
53.600.529,Drawings and Prints,1754
49.40.306,Drawings and Prints,1865
51.501.7153,Drawings and Prints,1620
49.40.213,Drawings and Prints,1870
63.350.613.401.18,Drawings and Prints,1924
51.501.7158,Drawings and Prints,1620
63.350.613.401.19,Drawings and Prints,1924
63.350.613.401.20,Drawings and Prints,1924
63.350.613.401.21,Drawings and Prints,1924
29.107.185,Drawings and Prints,1626
59.599.62,Drawings and Prints,1700
63.350.613.401.22,Drawings and Prints,1920
Burdick 613(15),Drawings and Prints,1920
63.350.613.401.23,Drawings and Prints,1920
24.63.784,Drawings and Prints,1706
63.350.613.404.9,Drawings and Prints,1925
49.40.227,Drawings and Prints,1855
51.501.7178,Drawings and Prints,1695
51.501.7145,Drawings and Prints,1631
49.40.254,Drawings and Prints,1838
63.350.613.404.10,Drawings and Prints,1928
63.350.613.412.35,Drawings and Prints,1920
49.20.124,Drawings and Prints,1857
63.350.613.412.36,Drawings and Prints,1928
63.350.613.412.37,Drawings and Prints,1920
49.40.271,Drawings and Prints,1871
Burdick 613(16),Drawings and Prints,1920
63.350.613.404.11,Drawings and Prints,1927
63.350.613.401.24,Drawings and Prints,1920
63.350.613.404.12,Drawings and Prints,1926
63.350.613.412.38,Drawings and Prints,1920
49.40.101,Drawings and Prints,1871
63.350.613.412.39,Drawings and Prints,1920
63.350.613.412.40,Drawings and Prints,1920
40.124.37,Drawings and Prints,1843
Burdick 613(17),Drawings and Prints,1920
63.350.613.412.41,Drawings and Prints,1927
63.350.613.412.42,Drawings and Prints,1920
51.501.7132,Drawings and Prints,1618
63.350.613.412.43,Drawings and Prints,1925
63.350.613.412.44,Drawings and Prints,1926
63.350.613.412.45,Drawings and Prints,1926
63.350.613.412.46,Drawings and Prints,1926
Burdick 613(18),Drawings and Prints,1920
51.501.7118,Drawings and Prints,1751
63.350.613.412.47,Drawings and Prints,1920
63.350.613.412.48,Drawings and Prints,1926
63.350.613.412.49,Drawings and Prints,1928
63.350.613.404.13,Drawings and Prints,1927
63.350.613.412.50,Drawings and Prints,1920
63.350.613.412.51,Drawings and Prints,1920
Burdick 613(19),Drawings and Prints,1920
63.350.613.404.14,Drawings and Prints,1927
63.350.613.404.15,Drawings and Prints,1928
51.501.7149,Drawings and Prints,1649
63.350.613.404.16,Drawings and Prints,1928
63.350.613.404.17,Drawings and Prints,1928
63.350.613.412.52,Drawings and Prints,1926
63.350.613.412.53,Drawings and Prints,1920
Burdick 613(20),Drawings and Prints,1920
63.350.613.412.54,Drawings and Prints,1926
51.501.7148,Drawings and Prints,1635
51.501.7147,Drawings and Prints,1657
51.501.7130,Drawings and Prints,1618
51.501.7131,Drawings and Prints,1625
49.40.252,Drawings and Prints,1849
47.95.47,Drawings and Prints,1843
49.40.285,Drawings and Prints,1837
51.501.7133,Drawings and Prints,1622
51.501.7139,Drawings and Prints,1650
51.501.7141,Drawings and Prints,1617
51.501.7138,Drawings and Prints,1628
51.501.7120,Drawings and Prints,1615
53.600.536,Drawings and Prints,1743
51.501.7142,Drawings and Prints,1617
51.501.7123,Drawings and Prints,1639
24.63.21,Drawings and Prints,1762
49.40.253,Drawings and Prints,1853
49.40.214,Drawings and Prints,1866
49.40.243,Drawings and Prints,1887
24.63.1112,Drawings and Prints,1613
51.501.5381,Drawings and Prints,1633
51.501.5382,Drawings and Prints,1633
51.501.7128,Drawings and Prints,1695
24.63.520,Drawings and Prints,1744
51.501.5383,Drawings and Prints,1633
51.501.7584,Drawings and Prints,1732
51.501.5384,Drawings and Prints,1633
51.501.5385,Drawings and Prints,1633
1984.218.4,American Decorative Arts,1860
1983.26,American Decorative Arts,1908
33.120.279,American Decorative Arts,1760
33.120.280,American Decorative Arts,1775
24.109.21,American Decorative Arts,
63.350.613.412.58,Drawings and Prints,1927
63.350.613.401.61,Drawings and Prints,1920
51.501.7645,Drawings and Prints,1625
SL.6.2018.34.2,American Decorative Arts,1827
63.350.613.401.62,Drawings and Prints,1920
1970.538.4 (2),Drawings and Prints,1832
51.501.7652,Drawings and Prints,1650
Burdick 613(30),Drawings and Prints,1920
51.501.7607,Drawings and Prints,1695
11.128.1a–p,Arms and Armor,1562
11.128.2a–n,Arms and Armor,1570
11.181.2,Arms and Armor,1701
11.181.3,Arms and Armor,1701
"12.73b, c",Arms and Armor,1700
12.37.110–.119,Arms and Armor,-12500
12.37.100–.109,Arms and Armor,-12500
12.37.91–.99,Arms and Armor,-1050
12.37.85–.89,Arms and Armor,300
12.37.9–.10,Arms and Armor,300
12.73a,Arms and Armor,1700
12.87.1-.2,Arms and Armor,1535
12.141.5,Arms and Armor,1575
12.141.7,Arms and Armor,1575
13.112.4,Arms and Armor,1700
13.112.5,Arms and Armor,1701
13.112.7,Arms and Armor,1601
13.112.9,Arms and Armor,1601
13.112.10,Arms and Armor,1450
13.112.11,Arms and Armor,1601
13.112.12,Arms and Armor,1601
13.112.13,Arms and Armor,1715
"13.112.14a, b",Arms and Armor,1701
"13.112.15a, b",Arms and Armor,1601
"13.112.16a, b",Arms and Armor,1701
13.112.17,Arms and Armor,1800
"13.112.18a, b",Arms and Armor,1815
13.112.19cc,Arms and Armor,1601
13.112.19d,Arms and Armor,1601
13.112.19g,Arms and Armor,1601
13.112.19p,Arms and Armor,1600
13.112.19q,Arms and Armor,1601
13.112.19v,Arms and Armor,1601
13.112.19x,Arms and Armor,1601
13.112.19y,Arms and Armor,1601
13.112.19z,Arms and Armor,1601
13.112.20,Arms and Armor,1700
13.116.2,Arms and Armor,1701
"14.25.800, .801",Arms and Armor,1535
14.25.972a–d,Arms and Armor,1653
"14.25.884a, b",Arms and Armor,1575
"14.25.883a, b",Arms and Armor,1605
"14.25.823a, b",Arms and Armor,1565
"14.25.714a–h, j",Arms and Armor,1550
14.25.709a–p,Arms and Armor,1545
14.25.705a–l,Arms and Armor,1500
"14.25.674k, l",Arms and Armor,1525
14.25.120,Arms and Armor,1635
14.25.255,Arms and Armor,1575
14.25.256,Arms and Armor,1500
14.25.268,Arms and Armor,1531
14.25.280,Arms and Armor,1601
14.25.293,Arms and Armor,1485
14.25.294,Arms and Armor,1609
14.25.300,Arms and Armor,1589
14.25.321,Arms and Armor,1425
14.25.326,Arms and Armor,1579
14.25.332,Arms and Armor,1680
14.25.334,Arms and Armor,1680
14.25.343,Arms and Armor,1575
14.25.345,Arms and Armor,1700
14.25.371,Arms and Armor,1558
14.25.378,Arms and Armor,1695
14.25.379,Arms and Armor,1565
14.25.387,Arms and Armor,1612
14.25.393,Arms and Armor,1600
14.25.439,Arms and Armor,1450
14.25.450,Arms and Armor,1575
14.25.454,Arms and Armor,1654
14.25.461,Arms and Armor,1612
14.25.466,Arms and Armor,1375
14.25.474,Arms and Armor,1475
14.25.504,Arms and Armor,1575
14.25.534,Arms and Armor,1555
14.25.535,Arms and Armor,1501
14.25.537,Arms and Armor,1501
14.25.541,Arms and Armor,1501
14.25.544,Arms and Armor,1501
14.25.546,Arms and Armor,1551
14.25.547,Arms and Armor,1550
14.25.570,Arms and Armor,1401
14.25.571,Arms and Armor,1401
14.25.579,Arms and Armor,1445
14.25.584,Arms and Armor,1485
14.25.588,Arms and Armor,1450
14.25.596,Arms and Armor,1530
14.25.598,Arms and Armor,1575
14.25.599,Arms and Armor,1575
14.25.602,Arms and Armor,1525
14.25.603,Arms and Armor,1565
14.25.604,Arms and Armor,1605
14.25.605a,Arms and Armor,1575
14.25.613,Arms and Armor,1530
14.25.633,Arms and Armor,1545
14.25.636,Arms and Armor,1550
14.25.649,Arms and Armor,1545
14.25.650,Arms and Armor,1550
14.25.652,Arms and Armor,1545
14.25.656,Arms and Armor,1560
14.25.658,Arms and Armor,1535
14.25.659,Arms and Armor,1525
14.25.660,Arms and Armor,1535
14.25.662,Arms and Armor,1501
14.25.666a–i,Arms and Armor,1635
"14.25.672c, f",Arms and Armor,1545
"14.25.674i, j",Arms and Armor,1535
14.25.677a,Arms and Armor,1565
14.25.679a–j,Arms and Armor,1515
14.25.682b–j,Arms and Armor,1545
14.25.684a–i,Arms and Armor,1610
14.25.689a–p,Arms and Armor,1555
14.25.690,Arms and Armor,1535
14.25.693a–n,Arms and Armor,1520
"14.25.694a–d, g, i, j",Arms and Armor,1595
"14.25.695c–e, i–l, o–p",Arms and Armor,1495
14.25.697,Arms and Armor,1621
14.25.698a–m,Arms and Armor,1620
14.25.699a–g,Arms and Armor,1535
14.25.700a–q,Arms and Armor,1401
14.25.701,Arms and Armor,1475
14.25.702,Arms and Armor,1500
14.25.703,Arms and Armor,1701
14.25.704a–o,Arms and Armor,1535
"14.25.705n, o",Arms and Armor,1650
14.25.706a–q,Arms and Armor,1525
14.25.707,Arms and Armor,1595
14.25.710a–f,Arms and Armor,1565
14.25.711a–d,Arms and Armor,1535
14.25.712a–z,Arms and Armor,1525
14.25.713a–n,Arms and Armor,1560
14.25.714i,Arms and Armor,1505
14.25.715a–q,Arms and Armor,1525
14.25.716b–f,Arms and Armor,1485
14.25.717a–r,Arms and Armor,1550
14.25.718a–p,Arms and Armor,1455
"14.25.719a–j, m–p",Arms and Armor,1565
14.25.720,Arms and Armor,1575
14.25.739,Arms and Armor,1545
14.25.748,Arms and Armor,1575
14.25.756,Arms and Armor,1465
14.25.779,Arms and Armor,1505
14.25.789,Arms and Armor,1601
"14.25.790a, b",Arms and Armor,1485
14.25.791,Arms and Armor,1535
14.25.796,Arms and Armor,1600
14.25.797,Arms and Armor,1600
14.25.802,Arms and Armor,1485
14.25.808,Arms and Armor,1495
14.25.812a,Arms and Armor,1535
14.25.813,Arms and Armor,1540
14.25.814,Arms and Armor,1625
14.25.815,Arms and Armor,1525
14.25.817,Arms and Armor,1600
14.25.818,Arms and Armor,1535
14.25.819,Arms and Armor,1535
14.25.824,Arms and Armor,1565
14.25.825,Arms and Armor,1585
14.25.826,Arms and Armor,1585
14.25.827a–d,Arms and Armor,1535
14.25.828,Arms and Armor,1500
"14.25.830a, b",Arms and Armor,1520
"14.25.833a, b",Arms and Armor,1435
"14.25.843a, b",Arms and Armor,1601
"14.25.844a, b",Arms and Armor,1775
14.25.845,Arms and Armor,1450
14.25.846,Arms and Armor,1505
14.25.853,Arms and Armor,1501
14.25.858,Arms and Armor,1555
14.25.859,Arms and Armor,1555
14.25.860,Arms and Armor,1515
14.25.862,Arms and Armor,1525
14.25.863,Arms and Armor,1515
14.25.864,Arms and Armor,1515
14.25.865,Arms and Armor,1530
14.25.866,Arms and Armor,1525
14.25.867,Arms and Armor,1600
14.25.868,Arms and Armor,1775
"14.25.869a, b",Arms and Armor,1775
14.25.870,Arms and Armor,1601
14.25.871,Arms and Armor,1450
14.25.875,Arms and Armor,1525
14.25.876,Arms and Armor,1535
14.25.877,Arms and Armor,1585
"14.25.882a, b",Arms and Armor,1601
14.25.885,Arms and Armor,1595
"14.25.886a, b",Arms and Armor,1515
"14.25.889a, b",Arms and Armor,1600
"14.25.890a, b",Arms and Armor,1545
14.25.892,Arms and Armor,1500
14.25.893,Arms and Armor,1550
14.25.894,Arms and Armor,1555
14.25.896,Arms and Armor,1501
"14.25.897a, b",Arms and Armor,1601
14.25.898,Arms and Armor,1601
"14.25.899a, b",Arms and Armor,1587
"14.25.900a, b",Arms and Armor,1530
"14.25.901a, b",Arms and Armor,1546
"14.25.902a, b",Arms and Armor,1535
"14.25.903a, b",Arms and Armor,1565
14.25.904,Arms and Armor,1565
14.25.905,Arms and Armor,1550
14.25.906,Arms and Armor,1550
14.25.907,Arms and Armor,1570
14.25.908,Arms and Armor,1545
14.25.909,Arms and Armor,1455
14.25.910,Arms and Armor,1535
14.25.911,Arms and Armor,1525
14.25.912,Arms and Armor,1550
14.25.914,Arms and Armor,1554
14.25.915,Arms and Armor,1535
14.25.916,Arms and Armor,1535
14.25.917,Arms and Armor,1500
14.25.918,Arms and Armor,1555
14.25.919,Arms and Armor,1505
"14.25.920a, b",Arms and Armor,1325
"14.25.921a, b",Arms and Armor,1301
14.25.927a–c,Arms and Armor,1465
"14.25.932a, b",Arms and Armor,1525
14.25.987,Arms and Armor,1525
14.25.1117,Arms and Armor,1605
"14.25.1128a, b",Arms and Armor,1700
14.25.1148,Arms and Armor,1625
14.25.1150,Arms and Armor,1695
14.25.1169,Arms and Armor,1465
14.25.1186,Arms and Armor,1550
14.25.1199,Arms and Armor,1575
14.25.1200,Arms and Armor,1585
14.25.1201,Arms and Armor,1575
14.25.1207,Arms and Armor,1675
14.25.1246,Arms and Armor,1750
14.25.1264,Arms and Armor,1475
14.25.1266,Arms and Armor,1475
14.25.1330,Arms and Armor,1525
14.25.1380,Arms and Armor,1585
14.25.1387,Arms and Armor,1585
14.25.1396,Arms and Armor,1585
14.25.1397,Arms and Armor,1585
"14.25.1398a, b",Arms and Armor,1585
"14.25.1399a, b",Arms and Armor,1565
"14.25.1408a, b",Arms and Armor,1650
14.25.1419,Arms and Armor,1555
14.25.1420,Arms and Armor,1555
14.25.1422,Arms and Armor,1575
14.25.1423,Arms and Armor,1575
14.25.1425,Arms and Armor,1515
"14.25.1432a, b",Arms and Armor,1630
"14.25.1433a, b",Arms and Armor,1545
14.25.1454,Arms and Armor,1500
14.25.1493,Arms and Armor,1545
14.25.1507,Arms and Armor,1535
14.25.1509,Arms and Armor,1550
14.25.1523,Arms and Armor,1545
14.25.1527,Arms and Armor,1585
14.25.1559,Arms and Armor,1300
14.25.1573,Arms and Armor,1545
14.25.1651a,Arms and Armor,1550
14.25.1653,Arms and Armor,1500
14.25.1661b,Arms and Armor,1460
29.158.98,Arms and Armor,1450
29.158.102b,Arms and Armor,1455
29.158.104,Arms and Armor,1425
29.158.107,Arms and Armor,1550
29.158.109,Arms and Armor,1550
29.158.110,Arms and Armor,1401
